,country,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
28,Brazil,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.103,2.506,2.44,2.62,2.799,3.206,3.451,3.594,3.609,4.199,4.606,5.591,6.035,4.107,3.144,2.88,2.499,2.323,3.07,3.646,2.891,3.781,4.617,5.104,5.375,5.478,6.075,5.928,6.346,5.514,4.169,4.169,4.722,4.623,5.509,5.146,6.087,6.094,5.948,6.486,6.281,5.867,6.475,5.896,6.823,7.46,8.947,7.847,7.367,19.659,21.659,24.934,25.218,29.676,34.024,36.608,35.974,39.054,39.017,46.852,49.136,53.613,55.523,56.626,56.279,64.162,66.033,77.224,84.088,93.488,102.337,114.019,132.061,143.016,150.327,154.607,162.363,177.117,187.787,186.191,171.324,171.5,165.9,167.567,180.111,197.238,205.968,207.695,212.071,218.658,229.394,233.601,244.306,254.002,268.678,289.311,306.949,317.359,327.256,340.183,346.166,347.765,344.645,361.434,364.371,368.871,390.573,412.638,389.775,440.269,462.58,498.309,532.418,557.901,529.353,492.748,497.121,477.999,473.464,444.504,497.206,483.477,490.97678846153843,498.4765769230769,505.97636538461535,513.4761538461538,520.9759423076923,528.4757307692308,535.9755192307694,543.4753076923079,550.9750961538464,558.4748846153849,565.9746730769234,573.4744615384619,580.9742500000004,588.474038461539,595.9738269230775,603.473615384616,610.9734038461545,618.473192307693
29,British Virgin Islands,VGB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.007,0.007,0.011,0.004,0.015,0.018,0.018,0.022,0.022,0.026,0.026,0.026,0.026,0.029,0.029,0.029,0.029,0.044,0.037,0.04,0.04,0.048,0.055,0.062,0.066,0.066,0.066,0.073,0.081,0.084,0.084,0.088,0.099,0.103,0.103,0.114,0.117,0.125,0.143,0.147,0.154,0.165,0.18,0.187,0.194,0.194,0.213,0.213,0.213,0.213,0.216,0.227,0.231,0.18,0.161,0.165,0.161,0.155,0.157,0.15967307692307692,0.16234615384615383,0.16501923076923075,0.16769230769230767,0.17036538461538459,0.1730384615384615,0.17571153846153842,0.17838461538461534,0.18105769230769225,0.18373076923076917,0.1864038461538461,0.189076923076923,0.19174999999999992,0.19442307692307684,0.19709615384615375,0.19976923076923067,0.2024423076923076,0.2051153846153845
30,Brunei,BRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.044,0.026,0.077,0.205,0.216,2.627,2.961,1.968,1.246,1.872,2.495,0.92,0.945,5.353,0.081,11.468,0.414,0.3,0.322,0.344,0.359,0.3,0.297,0.293,0.319,0.326,0.333,0.304,0.37,0.355,0.341,0.333,0.491,0.44,0.429,0.487,8.204,7.511,9.453,9.973,8.178,7.075,6.02,6.39,9.534,7.434,6.877,2.059,2.665,2.733,1.916,2.594,2.297,3.316,5.712,6.342,5.456,7.211,6.885,6.357,5.553,5.825,5.879,6.087,5.595,5.978,5.329,5.19,4.67,5.598,5.641,5.429,7.144,8.077,9.166,7.745,8.017,9.555,9.5,7.626,8.831,6.933,7.633,9.309,9.344,10.733,11.102,11.302,10.754,10.803038461538462,10.852076923076924,10.901115384615386,10.950153846153848,10.99919230769231,11.048230769230772,11.097269230769234,11.146307692307696,11.195346153846158,11.24438461538462,11.293423076923082,11.342461538461544,11.391500000000006,11.440538461538468,11.48957692307693,11.538615384615392,11.587653846153854,11.636692307692316
31,Bulgaria,BGR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.007,0.011,0.007,0.007,0.011,0.018,0.026,0.033,0.04,0.048,0.062,0.081,0.084,0.106,0.11,0.147,0.147,0.216,0.271,0.238,0.234,0.3,0.359,0.315,0.454,0.597,0.605,0.634,0.898,0.898,0.788,1.183,0.762,0.923,1.14,1.422,0.835,1.099,1.367,1.51,1.605,1.843,1.81,1.781,1.817,2.139,2.484,2.403,2.275,2.638,2.348,2.44,2.473,2.513,2.788,3.172,3.484,4.1,4.422,5.349,5.811,4.389,5.209,4.976,5.91,6.22,7.453,7.498,8.165,9.428,10.586,11.392,12.092,12.967,14.389,15.627,19.622,22.271,25.945,30.704,34.374,42.818,46.269,48.716,55.108,59.464,66.308,61.174,64.222,66.079,68.717,71.137,72.922,72.965,75.796,81.207,78.928,77.251,80.087,89.844,90.061,87.045,89.221,91.172,91.273,86.913,86.482,76.638,61.456,57.306,58.364,56.367,57.909,58.46,55.809,53.115,46.318,45.413,48.922,46.099,50.474,49.526,50.598,51.837,55.684,54.022,45.76,47.808,53.125,48.29,42.587,45.162,48.121,45.337,47.431,43.48,42.233,36.534,42.282,46.147,45.85801923076923,45.56903846153846,45.28005769230769,44.991076923076925,44.702096153846156,44.41311538461539,44.12413461538462,43.83515384615385,43.54617307692308,43.257192307692314,42.968211538461546,42.67923076923078,42.39025000000001,42.10126923076924,41.81228846153847,41.523307692307704,41.234326923076935,40.94534615384617
32,Burkina Faso,BFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.003,0.004,0.003,0.004,0.004,0.004,0.004,0.004,0.007,0.044,0.092,0.084,0.088,0.11,0.103,0.103,0.103,0.103,0.121,0.143,0.15,0.161,0.169,0.205,0.22,0.209,0.249,0.348,0.407,0.432,0.557,0.575,0.594,0.465,0.476,0.48,0.517,0.553,0.821,0.583,0.627,0.63,0.627,0.645,0.624,0.705,0.804,0.859,0.916,1.03,0.991,1.001,1.075,1.1,1.122,1.36,1.591,1.734,1.829,2.036,2.131,2.619,2.864,2.911,3.715,3.904,4.519,5.01,5.508,5.194,5.879,5.962,6.073903846153846,6.185807692307693,6.297711538461539,6.409615384615385,6.521519230769232,6.633423076923078,6.745326923076925,6.857230769230771,6.969134615384617,7.081038461538464,7.19294230769231,7.304846153846157,7.416750000000003,7.5286538461538495,7.640557692307696,7.752461538461542,7.864365384615389,7.976269230769235
33,Burundi,BDI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.009,0.016,0.015,0.006,0.008,0.009,0.01,0.01,0.039,0.036,0.048,0.044,0.048,0.048,0.037,0.048,0.048,0.055,0.073,0.062,0.073,0.073,0.073,0.092,0.077,0.088,0.099,0.103,0.11,0.147,0.158,0.158,0.205,0.22,0.231,0.234,0.249,0.227,0.267,0.209,0.238,0.216,0.227,0.234,0.238,0.242,0.249,0.249,0.253,0.271,0.205,0.213,0.161,0.198,0.154,0.183,0.202,0.209,0.169,0.297,0.341,0.352,0.359,0.348,0.355,0.429,0.513,0.645,0.689,0.736,0.8,0.798,0.8121538461538462,0.8263076923076924,0.8404615384615386,0.8546153846153848,0.868769230769231,0.8829230769230771,0.8970769230769233,0.9112307692307695,0.9253846153846157,0.9395384615384619,0.9536923076923081,0.9678461538461542,0.9820000000000004,0.9961538461538466,1.0103076923076928,1.024461538461539,1.0386153846153852,1.0527692307692313
34,Cambodia,KHM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.132,0.161,0.198,0.213,0.234,0.286,0.308,0.388,0.341,0.403,0.469,0.417,0.491,1.344,1.172,0.249,0.117,0.129,0.074,0.074,0.074,0.074,0.051,0.029,0.286,0.3,0.337,0.366,0.41,0.418,0.432,0.436,0.451,0.451,1.26,1.304,1.348,1.385,1.482,1.555,1.631,1.552,1.963,1.894,1.975,2.25,2.206,2.378,2.444,2.774,2.997,3.471,3.867,4.557,5.078,5.275,5.576,5.637,6.834,8.366,10.922,12.476,13.934,18.22,19.034,20.13,19.955,20.316211538461538,20.677423076923077,21.038634615384616,21.399846153846156,21.761057692307695,22.122269230769234,22.483480769230773,22.844692307692313,23.205903846153852,23.56711538461539,23.92832692307693,24.28953846153847,24.65075000000001,25.01196153846155,25.373173076923088,25.734384615384627,26.095596153846166,26.456807692307706
35,Cameroon,CMR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139,0.183,0.282,0.202,0.231,0.234,0.238,0.256,0.278,0.278,0.271,0.282,0.289,0.3,0.337,0.311,0.344,0.458,0.506,0.572,0.637,0.809,0.86,0.897,0.974,1.161,1.089,1.559,1.993,1.815,3.886,5.319,6.316,6.554,6.053,6.471,1.993,1.843,2.154,7.578,2.605,2.668,2.712,2.866,4.88,5.375,5.975,5.379,5.373,5.219,5.589,5.562,5.351,5.705,5.698,5.424,5.486,7.409,7.321,8.555,8.383,8.105,7.603,7.85,8.772,9.851,9.958,9.578,9.645,9.592,9.702,10.298,9.573,9.744846153846154,9.916692307692308,10.088538461538462,10.260384615384616,10.43223076923077,10.604076923076924,10.775923076923078,10.947769230769232,11.119615384615386,11.29146153846154,11.463307692307694,11.635153846153848,11.807000000000002,11.978846153846156,12.15069230769231,12.322538461538464,12.494384615384618,12.666230769230772
36,Canada,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.026,0.033,0.04,0.048,0.059,0.07,0.084,0.103,0.125,0.15,0.18,0.216,0.264,0.315,0.381,0.458,0.561,0.703,0.843,1.019,1.242,1.594,0.945,0.685,1.224,1.781,1.847,1.608,1.623,1.876,1.858,2.023,1.935,2.184,5.232,5.591,6.617,7.431,8.599,8.244,8.797,10.149,13.311,11.292,12.414,13.942,13.89,14.854,14.18,13.531,14.649,14.799,15.708,19.17,20.628,23.845,25.648,27.96,33.097,35.387,37.387,46.991,47.408,45.386,51.622,60.269,67.271,79.282,68.381,61.116,76.457,85.243,89.519,76.09,84.378,80.483,69.209,92.981,77.384,75.248,84.756,91.999,93.777,99.03,94.348,75.849,70.207,69.483,79.913,78.796,86.163,93.483,85.544,95.004,108.622,120.152,131.077,138.062,140.407,130.521,138.422,143.548,158.507,145.022,154.134,162.678,159.409,160.608,162.968,169.473,189.802,182.811,182.155,184.481,192.716,194.001,206.991,210.911,237.578,251.917,259.074,281.637,303.261,307.119,341.177,352.287,380.792,381.273,389.617,396.787,398.962,407.79,415.529,441.677,442.847,429.63,414.455,408.339,425.233,421.719,404.708,430.982,455.669,462.885,458.503,450.16,464.013,464.554,479.033,491.826,508.197,522.577,530.276,544.482,567.096,559.147,564.374,581.427,579.689,574.764,568.585,593.755,576.809,544.14,556.062,565.254,565.782,569.54,566.353,570.68,557.69,566.652,577.066,578.588,522.845,537.174,547.944,551.9202884615385,555.896576923077,559.8728653846155,563.849153846154,567.8254423076925,571.801730769231,575.7780192307695,579.754307692308,583.7305961538465,587.706884615385,591.6831730769235,595.659461538462,599.6357500000005,603.612038461539,607.5883269230775,611.564615384616,615.5409038461545,619.517192307693
37,Cape Verde,CPV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.077,0.037,0.018,0.022,0.022,0.029,0.018,0.015,0.018,0.022,0.022,0.018,0.015,0.029,0.026,0.022,0.018,0.029,0.037,0.037,0.037,0.051,0.062,0.066,0.077,0.073,0.081,0.209,0.249,0.121,0.033,0.037,0.037,0.084,0.084,0.059,0.081,0.073,0.081,0.18,0.165,0.18,0.172,0.176,0.198,0.216,0.227,0.242,0.289,0.297,0.348,0.381,0.414,0.425,0.447,0.495,0.506,0.469,0.52,0.557,0.616,0.502,0.495,0.487,0.491,0.495,0.509,0.539,0.561,0.517,0.559,0.569,0.5792307692307692,0.5894615384615385,0.5996923076923077,0.609923076923077,0.6201538461538463,0.6303846153846155,0.6406153846153848,0.6508461538461541,0.6610769230769233,0.6713076923076926,0.6815384615384619,0.6917692307692311,0.7020000000000004,0.7122307692307697,0.7224615384615389,0.7326923076923082,0.7429230769230775,0.7531538461538467
