,ISO3,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
19,BGR,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,6.0,10.0,12.0,13.0,13.0,13.0,20.0,22.0,28.0,29.0,29.0,31.0,31.0,34.0,34.0,39.0,40.0,40.0,40.0,41.0,41.0,41.0,43.0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.84615384615385,45.69230769230769,46.53846153846154,47.38461538461539,48.23076923076923,49.07692307692308,49.92307692307693,50.769230769230774,51.61538461538462,52.46153846153847,53.307692307692314,54.15384615384616,55.00000000000001,55.846153846153854,56.6923076923077,57.53846153846155,58.384615384615394,59.23076923076924
20,BHS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,9.0,10.0,10.0,11.0,13.0,13.0,13.0,14.0,15.0,16.0,16.0,17.0,18.0,19.0,19.0,20.0,20.0,20.0,20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.384615384615383,20.769230769230766,21.15384615384615,21.538461538461533,21.923076923076916,22.3076923076923,22.692307692307683,23.076923076923066,23.46153846153845,23.846153846153832,24.230769230769216,24.6153846153846,24.999999999999982,25.384615384615365,25.76923076923075,26.153846153846132,26.538461538461515,26.9230769230769
21,BIH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,4.0,5.0,7.0,9.0,9.0,10.0,10.0,13.0,16.0,16.0,17.0,17.0,21.0,22.0,22.0,22.0,22.0,24.0,25.0,26.0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.51923076923077,28.03846153846154,28.55769230769231,29.07692307692308,29.59615384615385,30.11538461538462,30.63461538461539,31.15384615384616,31.67307692307693,32.1923076923077,32.71153846153847,33.23076923076923,33.75,34.26923076923077,34.78846153846153,35.3076923076923,35.826923076923066,36.34615384615383
22,BLM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0192307692307692,1.0384615384615383,1.0576923076923075,1.0769230769230766,1.0961538461538458,1.115384615384615,1.1346153846153841,1.1538461538461533,1.1730769230769225,1.1923076923076916,1.2115384615384608,1.23076923076923,1.2499999999999991,1.2692307692307683,1.2884615384615374,1.3076923076923066,1.3269230769230758,1.346153846153845
23,BLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,9.0,10.0,10.0,10.0,11.0,12.0,12.0,12.0,12.0,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.23076923076923,12.46153846153846,12.69230769230769,12.92307692307692,13.15384615384615,13.38461538461538,13.61538461538461,13.84615384615384,14.07692307692307,14.3076923076923,14.53846153846153,14.76923076923076,14.99999999999999,15.23076923076922,15.46153846153845,15.69230769230768,15.92307692307691,16.15384615384614
24,BLZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,7.0,7.0,7.0,7.0,9.0,9.0,10.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,15.0,15.0,15.0,15.0,16.0,16.0,17.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.326923076923077,17.653846153846153,17.98076923076923,18.307692307692307,18.634615384615383,18.96153846153846,19.288461538461537,19.615384615384613,19.94230769230769,20.269230769230766,20.596153846153843,20.92307692307692,21.249999999999996,21.576923076923073,21.90384615384615,22.230769230769226,22.557692307692303,22.88461538461538
25,BMU,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.096153846153846,5.192307692307692,5.288461538461537,5.384615384615383,5.480769230769229,5.576923076923075,5.673076923076921,5.7692307692307665,5.865384615384612,5.961538461538458,6.057692307692304,6.15384615384615,6.249999999999996,6.346153846153841,6.442307692307687,6.538461538461533,6.634615384615379,6.730769230769225
26,BOL,1.0,1.0,2.0,5.0,6.0,7.0,8.0,9.0,10.0,10.0,11.0,11.0,14.0,14.0,16.0,16.0,17.0,19.0,20.0,22.0,26.0,28.0,31.0,35.0,36.0,37.0,39.0,42.0,44.0,45.0,49.0,51.0,52.0,57.0,61.0,62.0,65.0,65.0,66.0,70.0,73.0,80.0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5576923076923,84.11538461538461,85.67307692307692,87.23076923076923,88.78846153846153,90.34615384615384,91.90384615384615,93.46153846153845,95.01923076923076,96.57692307692307,98.13461538461537,99.69230769230768,101.24999999999999,102.80769230769229,104.3653846153846,105.9230769230769,107.48076923076921,109.03846153846152
27,BRA,3.0,5.0,6.0,10.0,16.0,20.0,21.0,24.0,29.0,37.0,39.0,41.0,46.0,46.0,49.0,54.0,58.0,62.0,70.0,73.0,79.0,84.0,89.0,94.0,99.0,103.0,105.0,110.0,115.0,124.0,129.0,137.0,140.0,146.0,151.0,157.0,159.0,160.0,163.0,171.0,178.0,187.0,199.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.82692307692307,206.65384615384613,210.4807692307692,214.30769230769226,218.13461538461533,221.9615384615384,225.78846153846146,229.61538461538453,233.4423076923076,237.26923076923066,241.09615384615373,244.9230769230768,248.74999999999986,252.57692307692292,256.403846153846,260.2307692307691,264.0576923076922,267.8846153846153
28,BRB,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,10.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.192307692307692,10.384615384615383,10.576923076923075,10.769230769230766,10.961538461538458,11.15384615384615,11.346153846153841,11.538461538461533,11.730769230769225,11.923076923076916,12.115384615384608,12.3076923076923,12.499999999999991,12.692307692307683,12.884615384615374,13.076923076923066,13.269230769230758,13.46153846153845
29,BRN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0192307692307692,1.0384615384615383,1.0576923076923075,1.0769230769230766,1.0961538461538458,1.115384615384615,1.1346153846153841,1.1538461538461533,1.1730769230769225,1.1923076923076916,1.2115384615384608,1.23076923076923,1.2499999999999991,1.2692307692307683,1.2884615384615374,1.3076923076923066,1.3269230769230758,1.346153846153845
30,BTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.134615384615385,7.26923076923077,7.403846153846155,7.53846153846154,7.673076923076925,7.80769230769231,7.942307692307695,8.07692307692308,8.211538461538465,8.34615384615385,8.480769230769235,8.61538461538462,8.750000000000005,8.88461538461539,9.019230769230775,9.15384615384616,9.288461538461545,9.42307692307693
31,BWA,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0,14.0,15.0,15.0,15.0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.288461538461538,15.576923076923077,15.865384615384615,16.153846153846153,16.442307692307693,16.730769230769234,17.019230769230774,17.307692307692314,17.596153846153854,17.884615384615394,18.173076923076934,18.461538461538474,18.750000000000014,19.038461538461554,19.326923076923094,19.615384615384635,19.903846153846175,20.192307692307715
32,CAF,0.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,6.0,8.0,8.0,9.0,10.0,11.0,12.0,13.0,13.0,14.0,15.0,18.0,19.0,21.0,23.0,25.0,25.0,26.0,26.0,28.0,28.0,29.0,29.0,30.0,33.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.63461538461539,34.269230769230774,34.90384615384616,35.53846153846155,36.173076923076934,36.80769230769232,37.44230769230771,38.076923076923094,38.71153846153848,39.34615384615387,39.980769230769255,40.61538461538464,41.25000000000003,41.884615384615415,42.5192307692308,43.15384615384619,43.788461538461576,44.42307692307696
33,CAN,1.0,2.0,3.0,4.0,5.0,7.0,11.0,14.0,16.0,18.0,19.0,20.0,22.0,23.0,26.0,30.0,32.0,35.0,38.0,41.0,42.0,44.0,46.0,53.0,57.0,62.0,67.0,70.0,72.0,75.0,76.0,80.0,83.0,86.0,88.0,89.0,91.0,94.0,98.0,100.0,102.0,106.0,112.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.15384615384616,116.30769230769232,118.46153846153848,120.61538461538464,122.7692307692308,124.92307692307696,127.07692307692312,129.23076923076928,131.38461538461544,133.5384615384616,135.69230769230776,137.84615384615392,140.00000000000009,142.15384615384625,144.3076923076924,146.46153846153857,148.61538461538473,150.7692307692309
34,CHE,0.0,0.0,1.0,4.0,5.0,6.0,8.0,10.0,11.0,11.0,15.0,15.0,15.0,18.0,19.0,19.0,19.0,20.0,21.0,24.0,25.0,26.0,29.0,31.0,31.0,33.0,35.0,38.0,38.0,39.0,41.0,42.0,44.0,46.0,47.0,47.0,47.0,47.0,48.0,49.0,50.0,53.0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.01923076923077,55.03846153846153,56.0576923076923,57.076923076923066,58.09615384615383,59.1153846153846,60.134615384615365,61.15384615384613,62.1730769230769,63.192307692307665,64.21153846153844,65.23076923076921,66.24999999999999,67.26923076923076,68.28846153846153,69.3076923076923,70.32692307692308,71.34615384615385
35,CHL,0.0,0.0,1.0,1.0,3.0,3.0,5.0,8.0,8.0,9.0,10.0,12.0,15.0,17.0,17.0,19.0,19.0,23.0,23.0,24.0,27.0,31.0,36.0,37.0,39.0,42.0,43.0,44.0,46.0,46.0,47.0,50.0,52.0,53.0,55.0,59.0,60.0,65.0,65.0,67.0,67.0,69.0,71.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.36538461538461,73.73076923076923,75.09615384615384,76.46153846153845,77.82692307692307,79.19230769230768,80.55769230769229,81.9230769230769,83.28846153846152,84.65384615384613,86.01923076923075,87.38461538461536,88.74999999999997,90.11538461538458,91.4807692307692,92.84615384615381,94.21153846153842,95.57692307692304
