country,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Saudi Arabia,SAU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.026,0.205,1.652,2.147,1.81,1.902,1.993,3.261,8.812,25.153,37.732,17.943,18.386,5.141,0,0,0.476,1.238,2.114,1.63,2.099,1.997,1.854,2.674,3.568,6.25,6.939,7.041,4.216,6.407,25.485,29.079,35.271,45.251,59.757,70.282,95.054,98.702,83.261,101.46,118.07,115.025,138.005,169.24,175.305,157.893,160.837,155.512,172.421,204.604,190.447,202.252,203.424,208.497,288.546,316.175,340.642,333.643,268.132,263.326,221.67,213.157,231.482,302.328,302.703,331.98,333.991,401.013,402.848,439.117,394.103,440.344,473.215,524.604,502.926,566.826,544.564,612.842,678.849,697.42,680.854,686.896,707.125,610.773,631.437,662.549
Senegal,SEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362,0.302,0.327,0.274,0.317,0.292,0.341,0.347,0.355,0.388,0.827,0.813,0.813,0.86,0.922,1.692,1.718,0.699,0.098,0.49,1.307,1.351,1.453,1.549,1.849,2.578,1.77,2.237,2.62,2.888,3.336,3.28,3.037,2.611,3.284,2.651,2.636,2.425,2.711,3.662,3.139,3.379,3.423,3.539,3.837,3.43,3.664,3.182,3.334,3.604,3.902,4.258,4.437,4.928,5.238,5.539,4.422,4.863,4.74,5.258,6.862,7.819,7.362,7.853,8.724,9.845,10.016,10.76,11.33,12.713,10.821,11.54,11.668
Serbia,SRB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0.039,0.046,0.051,0.09,0.172,0.172,0.192,0.149,0.226,0.264,0.357,0.39,0.366,0.397,0.423,0.459,0.549,0.559,0.602,0.618,0.611,0.662,0.679,1.864,0,0,0,0,0,1.336,1.774,1.889,2.744,2.993,3.069,3.369,3.28,3.707,4.219,4.592,4.321,4.003,3.648,3.376,3.514,3.679,3.627,4.04,3.827,4.015,4.61,0,0,0.164,0.041,2.331,4.61,6.418,7.233,8.262,7.937,7.513,7.546,7.493,8.937,10.234,11.698,12.706,12.522,14.355,15.68,16.433,16.865,18.762,21.255,21.869,21.672,21.892,23.418,24.281,31.721,34.182,32.038,38.258,38.415,40.072,41.346,40.193,44.896,48.816,47.981,52.218,47.945,51.624,54.437,55.522,57.972,56.582,58.375,58.189,57.828,40.958,43.684,38.096,37.04,39.141,45.825,49.265,51.882,35.791,44.95,49.308,52.23,55.824,60.167,51.634,60.838,59.554,51.778,45.895,45.696,48.957,43.744,44.569,37.208,43.774,45.04,45.53,44.32,44.278,45.17,43.906,43.507
Seychelles,SYC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0.007,0.007,0.007,0.007,0.007,0.029,0.033,0.044,0.048,0.055,0.059,0.081,0.084,0.077,0.121,0.095,0.099,0.084,0.099,0.099,0.15,0.165,0.202,0.198,0.234,0.15,0.172,0.172,0.183,0.202,0.198,0.234,0.275,0.289,0.304,0.315,0.344,0.348,0.341,0.37,0.381,0.385,0.403,0.414,0.44,0.443,0.407,0.425,0.414,0.458,0.498,0.553,0.575,0.601,0.594,0.608,0.663,0.659
Sierra Leone,SLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0.095,0.18,0.169,0.125,0.183,0.18,0.388,0.209,0.234,0.714,0.289,0.326,0.37,0.304,0.282,0.3,0.253,0.363,1.085,0.857,0.802,0.678,0.539,0.52,0.524,0.451,0.513,0.711,0.678,0.608,0.692,0.553,0.689,0.616,0.663,0.674,0.498,0.458,0.374,0.498,0.557,0.282,0.264,0.275,0.224,0.231,0.205,0.22,0.176,0.271,0.37,0.502,0.535,0.52,0.425,0.579,0.487,0.506,0.502,0.542,0.711,0.832,1.048,1.129,1.085,1.143,1.088,1.029,1.004,1.026,1.11,1.129
Singapore,SGP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.914,2.826,3.441,3.482,3.771,4.053,4.096,1.729,2.297,1.799,1.392,2.092,2.513,3.301,3.602,2.426,0.479,2.821,5.133,6.888,17.833,16.275,21.72,20.691,21.427,23.864,29.338,27.612,32.463,35.42,30.433,25.707,28.382,33.397,31.969,32.397,34.101,31.811,35.281,41.004,43.536,44.235,47.441,49.662,60.086,40.546,48.013,56.737,47.412,49.2,48.394,49.2,47.093,49.435,46.859,41.586,42.308,30.781,46.705,45.25,43.048,34.017,50.706,54.909,52.109,61.925,40.289,40.015,50.036,33.778,54.813,55.831,53.252
Sint Maarten (Dutch part),SXM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0.06,0.138,0.172,0.224,0.186,0.182,0.195,0.216,0.242,0.263,0.307,0.332,0.31,0.251,0.306,0.178,0.288,0.36,0.419,0.47,0.532,0.545,0,0.683,1.076,0.622,0.719,1.455,1.204,1.557,1.063,0.931,1.199,1.031,1.076,1.181,1.132,1.1,0.987,0.923,1.137,1.057,1.384,1.548,1.347,1.306,1.449,1.313,0.951,2.032,1.061,0.904,0.948,0.976,0.929,1.039,0.534,1.333,1.561,0.299,0.266,0.262,0.499,0.534,0.426,0.351,0.542,0.52,0.514,0.481,0.503,0.028,0.208,0.553,0.563,0.542,0.543,0.569,0.564,0.588,0.662,0.637,0.652,0.449,0.573,0.696,0.714,0.725,0.744,0.744,0.707,0.689,0.689,0.652,0.628,0.634
Slovakia,SVK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0.214,0.364,0.514,0.663,0.813,0.963,1.112,1.262,1.411,1.561,1.711,1.86,2.01,2.159,2.309,3.992,4.194,4.396,4.724,5.005,5.286,5.406,5.774,5.964,6.262,6.583,6.914,7.411,7.846,8.391,8.699,8.831,9.027,9.254,9.604,9.84,10.415,10.647,10.924,10.844,11.331,11.483,11.698,11.813,12.16,12.699,13.346,13.592,13.509,13.368,13.538,14.404,15.067,13.736,13.705,14.587,13.717,11.695,11.048,10.958,10.523,9.392,9.927,12.184,11.467,11.626,12.477,13.137,14.695,12.909,12.075,10.523,9.629,9.617,9.899,10.755,13.024,14.983,16.45,18.545,18.662,20.128,22.223,21.202,11.252,13.969,15.839,17.113,17.99,18.52,19.732,21.098,21.866,23.349,24.228,25.997,27.141,29.652,29.661,31.633,34.339,36.593,38.521,40.087,39.049,38.814,38.725,40.525,43.029,49.345,51.764,52.246,52.457,53.058,55.525,57.698,59.437,59.973,58.41,59.101,58.455,57.896,57.978,59.952,59.145,59.562,58.863,57.893,55.25,61.473,53.286,48.887,46.351,43.757,44.145,44.026,44.098,43.827,43.038,41.139,43.224,41.978,42.303,42.792,42.799,42.564,40.972,41.364,37.626,38.409,37.989,35.913,35.57,33.659,34.472,34.914,36.114,36.106,33.779,31.097,35.167,34.152
Slovenia,SVN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0.011,0.013,0.014,0.026,0.049,0.049,0.055,0.043,0.065,0.075,0.102,0.111,0.104,0.113,0.121,0.131,0.157,0.159,0.172,0.176,0.174,0.189,0.194,0.532,0,0,0,0,0,0.381,0.506,0.539,0.783,0.854,0.875,0.961,0.936,1.057,1.195,1.31,1.233,1.133,1.034,0.956,0.995,1.041,1.028,1.146,1.084,1.138,1.315,0,0,0.047,0.012,0.663,1.309,1.818,2.05,2.343,2.251,2.131,2.138,2.124,2.534,2.902,3.32,3.603,3.551,4.071,4.447,4.662,4.784,5.321,6.03,6.205,6.147,6.209,6.64,6.884,9.001,9.695,9.072,10.838,10.877,11.341,11.695,11.36,12.692,13.803,13.559,14.742,13.524,14.567,15.365,15.674,16.369,15.956,16.536,16.456,15.095,13.973,13.883,14.246,14.636,15.354,15.999,16.507,16.039,15.412,15.054,16.303,16.565,16.272,16.705,16.932,17.178,17.343,18.278,16.204,16.46,16.359,15.76,15.128,13.561,13.645,14.458,14.617,14.52,14.039,12.855,13.06,12.715
Solomon Islands,SLB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.004,0.011,0.011,0.011,0.011,0.011,0.011,0.015,0.015,0.015,0.018,0.026,0.026,0.033,0.037,0.037,0.04,0.048,0.055,0.066,0.066,0.059,0.062,0.081,0.062,0.11,0.103,0.136,0.121,0.143,0.143,0.15,0.154,0.161,0.158,0.161,0.147,0.158,0.161,0.172,0.183,0.191,0.198,0.205,0.216,0.216,0.224,0.234,0.245,0.256,0.275,0.282,0.289,0.3,0.308,0.319,0.33,0.344,0.348,0.374,0.33,0.293,0.289,0.286,0.289,0.293,0.289,0.302,0.299
Somalia,SOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.048,0.048,0.048,0.048,0.066,0.07,0.073,0.084,0.088,0.084,0.088,0.106,0.103,0.136,0.132,0.139,0.227,0.154,0.161,0.216,0.187,0.234,0.264,0.33,0.502,0.48,0.799,0.557,0.487,0.813,0.275,0.718,0.934,0.714,0.857,0.923,0.993,1.004,0.952,0.782,0.704,0.666,0.626,0.618,0.585,0.575,0.535,0.506,0.487,0.476,0.498,0.557,0.561,0.561,0.564,0.564,0.608,0.601,0.597,0.612,0.612,0.608,0.63,0.63,0.63,0.638,0.638,0.638,0.638,0.597,0.651,0.647
South Africa,ZAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.037,0.048,0.048,0.081,0.132,0.297,0.297,0.48,1.799,2.433,3.338,4.258,4.778,6.049,5.518,2.33,3.909,5.826,7.782,8.768,10.028,11.465,12.652,13.007,14.975,16.979,16.341,17.349,18.983,18.401,18.511,21.812,23.34,22.222,23.138,25.666,25.414,21.786,26.443,27.777,28.953,30.43,29.561,29.623,30.769,28.722,25.567,23.456,25.332,28.871,32.157,35.252,36.816,38.699,40.157,41.517,44.327,48.423,48.764,54.567,55.868,56.043,55.834,57.098,60.586,61.031,65.142,70.883,70.996,73.898,82.936,87.263,89.652,96.253,94.473,97.844,102.12,105.67,109.725,119.546,128.14,128.235,133.76,137.954,143.143,149.618,168.403,171.554,173.352,176.544,185.001,192.905,199.735,201.876,218.667,228.198,257.075,280.433,291.902,315.593,323.861,330.497,328.665,342.655,340.711,312.93,326.027,301.325,320.345,338.698,361.694,363.732,385.223,377.262,374.891,378.307,371.624,356.523,404.41,449.307,416.201,446.77,465.045,495.171,480.572,463,465.908,458.954,458.628,471.866,446.221,456.973,439.38,435.237,465.429,434.829,425.628,404.054
South Korea,KOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0.008,0.01,0.012,0.015,0.018,0.026,0.032,0.027,0,0.026,0.031,0.04,0.043,0.044,0.053,0.056,0.089,0.095,0.099,0.114,0.131,0.123,0.131,0.154,0.182,0.242,0.284,0.333,0.357,0.477,0.623,0.802,0.894,0.987,0.956,1.01,0.004,0.487,0.898,1.671,2.176,2.184,2.924,3.462,4.693,5.159,6.445,7.555,8.214,9.009,11.221,12.54,14.449,17.262,21.083,22.195,24.978,29.982,35.113,37.197,42.468,53.716,58.534,60.247,72.975,75.551,81.666,93.105,105.46,113.119,132.874,134.524,139.59,140.782,149.134,160.7,168.758,176.297,185.358,210.953,223.51,250.511,275.688,299.905,330.174,355.695,383.665,420.996,444.968,378.038,410.519,439.981,455.631,476.065,485.213,491.389,498.688,503.478,521.709,532.651,537.82,594.339,623.443,627.943,634.581,629.366,634.177,637.914,654.537,670.169,646.102,597.634,616.075,600.999
South Sudan,SSD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046,0.06,0.063,0.069,0.068,0.077,0.075,0.096,0.107,0.114,0.113,0.115,0.124,0.14,0.155,0.202,0.22,0.265,0.258,0.348,0.404,0.415,0.448,0.452,0.473,0.353,0.312,0.317,0.286,0.297,0.312,0.303,0.319,0.325,0.292,0.339,0.354,0.279,0.403,0.313,0.434,0.406,0.363,0.251,0.344,0.356,0.367,0.45,0.39,0.423,0.46,0.529,0.674,0.753,0.952,0.912,0.999,1.173,1.239,1.291,1.313,1.281,1.33,1.444,1.521,1.913,1.704,1.455,1.737,1.781,1.693,1.844,1.834
Spain,ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.004,0.004,0.004,0.004,0.004,0.022,0.037,0.026,0.048,0.037,0.103,0.143,0.172,0.202,0.275,0.282,0.26,0.293,0.326,0.495,0.509,0.535,0.652,0.55,0.553,0.755,0.85,1.15,1.63,1.931,2.004,2.187,2.433,2.334,2.305,2.29,2.557,2.66,2.638,3.074,2.939,3.261,3.136,3.118,3.29,3.569,3.781,3.756,3.972,4.415,4.932,5.382,5.903,5.87,5.76,6.093,6.141,6.434,6.822,7.339,7.94,8.299,8.119,8.735,8.603,9.303,9.545,9.373,10.626,11.219,11.805,12.337,12.175,12.993,13.571,13.861,14.095,14.784,15.165,14.894,14.729,15.982,17.419,17.301,15.312,17.866,15.85,16.733,15.927,14.055,14.847,14.942,17.213,18.39,19.053,18.379,21.445,21.509,23.97,23.636,22.531,21.176,18.706,20.245,22.455,8.055,5.245,13.221,15.714,21.619,21.508,23.058,23.849,25.791,28.267,28.087,31.172,32.714,35.755,33.035,33.115,37.603,38.931,39.724,40.272,42.333,50.213,55.873,52.079,48.866,53.607,59.976,58.743,64.324,71.02,77.617,86.394,97.017,96.737,116.766,128.459,144.716,154.957,172.666,181.054,197.746,194.829,199.514,202.747,213.912,206.096,208.599,203.435,197.667,199.931,189.113,189.508,197.458,224.885,230.5,240.231,248.632,240.046,252.3,266.035,253.498,265.832,274.605,298.075,310.071,311.809,331.95,336.332,353.011,368.338,359.653,367.399,335.887,296.5,282.937,283.799,278.06,251.94,254.18,270.767,259.629,273.592,268.601,250.661,213.625,230.269,245.614
Sri Lanka,LKA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.627,1.546,1.938,2.066,1.784,1.663,1.418,2.319,1.949,2.055,2.257,2.334,2.561,2.532,2.271,2.656,2.66,2.945,3.238,4.315,3.593,3.193,3.538,3.684,2.929,2.893,2.799,2.911,3.436,3.809,3.389,4.006,4.467,4.855,3.852,3.917,3.66,4.027,3.457,3.447,3.831,4.138,5.106,4.975,5.435,5.814,6.971,7.52,7.736,8.517,10.134,10.326,10.948,10.953,12.147,11.935,11.793,12.152,11.987,12.945,13.051,14.886,15.798,14.511,17.42,19.687,22.987,22.873,20.097,21.232,20.625,20.119,17.327
Sudan,SDN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504,0.662,0.695,0.762,0.749,0.85,0.823,1.058,1.182,1.253,1.246,1.269,1.36,1.538,1.703,2.223,2.421,2.918,2.845,3.832,4.447,4.564,4.927,4.971,5.205,3.882,3.438,3.484,3.147,3.267,3.427,3.33,3.499,3.571,3.202,3.72,3.883,3.061,4.43,3.431,4.769,4.466,3.989,2.746,3.826,3.951,4.084,5.008,4.359,4.739,5.276,6,7.611,8.49,10.834,10.528,11.511,13.525,14.138,14.762,15.026,14.668,15.213,17.008,17.536,21.19,20.038,20.493,21.755,21.773,20.527,22.185,22.013
