country,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cote d'Ivoire,CIV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551,1.012,1.528,1.956,2.46,2.963,3.546,4.142,4.64,5.186,5.648,6.201,6.788,7.41,8.173,9.345,10.583,11.943,13.54,15.431,17.673,20.128,22.84,25.716,28.958,32.945,36.906,40.958,45.773,51.192,56.761,60.626,66.181,70.699,75.832,82.816,88.392,95.742,104.547,112.813,117.594,121.903,125.747,130.84,134.973,141.198,148.724,155.935,162.691,168.783,175.416,183.066,190.516,195.817,203.203,210.767,217.654,224.308,231.02,236.68,242.905,249.428,257.968,267.648,277.551,287.106,299.089,311.091,321.443,331.978,342.997,354.726,366.46
Croatia,HRV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.02,0.037,0.056,0.09,0.154,0.218,0.29,0.346,0.431,0.53,0.663,0.809,0.946,1.095,1.253,1.425,1.63,1.84,2.065,2.296,2.525,2.773,3.027,3.725,0,0,0,0,0,4.225,4.889,5.595,6.623,7.743,8.892,10.153,11.38,12.768,14.323,16.041,17.659,19.131,20.477,21.722,23.017,24.371,25.709,27.202,28.612,30.093,31.818,0,0,31.88,31.895,32.762,34.466,36.83,39.498,42.547,45.482,48.261,51.047,53.817,57.124,60.91,65.243,69.943,74.576,79.888,85.694,91.781,98.028,104.977,112.856,120.97,129.012,137.142,145.838,154.857,166.654,179.36,191.252,205.476,219.756,234.649,250.016,264.952,281.651,299.818,317.674,337.081,354.904,374.098,394.342,414.995,436.57,457.63,479.368,501.039,524.013,540.999,557.368,574.174,590.224,607.04,624.383,642.94,661.951,681.974,701.634,722.416,744.303,767.516,790.401,813.741,837.288,862.148,885.742,907.547,928.565,949.216,968.297,986.729,1004.411,1022.235,1040.344,1059.088,1076.812,1094.67,1111.541,1128.951,1146.477
Cuba,CUB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0.16,0.243,0.331,0.44,0.607,0.797,0.979,1.161,6.765,13.234,19.516,25.707,31.656,38.432,44.274,58.14,76.134,91.799,105.486,117.654,131.809,144.835,159.114,173.708,188.877,204.614,220.634,237.877,256.531,276.12,296.897,319.272,342.161,369.2,396.397,425.771,456.433,488.117,519.491,552.215,586.742,617.562,650.143,682.699,716.246,750.179,785.796,821.515,851.163,878.333,898.927,918.749,940.132,962.967,986.3,1011.109,1035.403,1059.87,1085.645,1110.861,1136.385,1162.328,1187.549,1213.76,1240.579,1266.783,1294.891,1323.288,1357.487,1386.918,1416.757,1444.882,1472.49,1501.959,1530.13,1555.078,1578.211,1600.83,1622.107,1643.047,1663.968
Curacao,CUW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503,1.041,2.286,3.842,5.868,7.55,9.196,10.957,12.905,15.087,17.458,20.228,23.23,26.032,28.297,31.056,32.664,35.261,38.516,42.3,46.54,51.346,56.269,56.269,62.433,72.155,77.768,84.265,97.406,108.276,122.334,131.935,140.346,151.173,160.483,170.198,180.868,191.088,201.026,209.941,218.278,228.548,238.098,250.595,264.573,276.739,288.535,301.621,313.481,322.071,340.419,350.002,358.164,366.725,375.536,383.929,393.312,398.135,410.177,424.272,426.974,429.376,431.743,436.247,441.071,444.92,448.092,452.987,457.681,462.326,466.671,471.217,471.468,473.349,478.339,483.421,488.32,493.222,498.365,503.463,508.776,514.757,520.51,526.396,530.451,535.624,541.911,547.839,554.636,561.964,568.156,573.121,577.433,579.676,581.482,583.223,584.979
Cyprus,CYP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.55,0.865,1.231,1.674,2.125,2.799,3.616,4.381,5.213,6.099,6.963,7.868,8.853,9.853,11.003,12.245,13.607,15.23,16.899,18.602,20.486,22.892,25.395,27.324,29.315,31.802,34.502,37.347,40.392,43.653,46.748,49.906,53.057,56.292,59.437,63.043,67.228,71.425,75.855,80.5,85.633,91.139,96.888,102.879,108.741,114.953,121.252,127.844,134.703,141.807,148.786,155.955,163.515,171.304,179.261,187.446,195.949,204.665,213.135,221.237,229.024,236.287,242.87,249.82,256.792,264.166,271.669,278.991,286.333,293.244,300.274,307.303
Czechia,CZE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0.868,1.999,3.596,5.659,8.187,11.181,14.638,18.561,22.95,27.805,33.125,38.908,45.157,51.872,59.052,71.465,84.506,98.177,112.868,128.432,144.87,161.679,179.633,198.178,217.649,238.117,259.617,282.662,307.059,333.15,360.201,387.662,415.732,444.507,474.372,504.971,537.355,570.464,604.431,638.152,673.387,709.093,745.47,782.201,820.015,859.502,901.002,943.268,985.276,1026.845,1068.942,1113.733,1160.584,1203.296,1245.913,1291.273,1333.926,1370.292,1404.648,1438.721,1471.444,1500.648,1531.516,1569.404,1605.06,1641.213,1680.01,1720.859,1766.554,1806.866,1844.587,1877.464,1907.529,1937.562,1968.482,2002.076,2042.77,2089.36,2140.554,2198.25,2256.326,2318.963,2388.118,2454.047,2489.035,2532.604,2582.056,2635.507,2691.697,2749.55,2811.202,2877.121,2945.443,3018.409,3094.156,3175.437,3260.341,3353.113,3445.986,3545.038,3652.543,3767.107,3887.6,4013.001,4135.201,4256.724,4378.002,4504.882,4639.576,4793.995,4955.973,5119.424,5283.532,5449.531,5623.2,5803.611,5989.403,6176.867,6359.425,6544.103,6726.75,6907.597,7088.673,7275.841,7460.441,7646.295,7829.937,8010.554,8182.884,8347.135,8496.019,8641.725,8781.848,8914.516,9046.138,9181.157,9312.099,9437.707,9554.379,9681.615,9808.76,9932.729,10060.302,10188.593,10314.284,10440.839,10569.221,10692.172,10807.171,10924.662,11039.864,11151.162,11257.895,11362.151,11467.173,11573.854,11681.63,11787.989,11889.021,11980.719,12077.385,12175.354
Democratic Republic of Congo,COD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.011,0.092,0.253,0.469,0.641,0.879,1.11,1.392,1.696,2.084,2.333,2.384,2.388,2.406,2.439,2.479,2.582,2.703,2.791,2.868,2.97,3.113,3.332,3.504,3.676,3.987,4.313,4.686,5.162,6.641,8.388,10.472,12.761,15.577,18.965,22.139,25.468,28.394,31.093,33.412,35.767,37.939,40.232,42.206,44.674,47.077,49.365,52.732,56.38,59.089,62.048,65.065,68.254,71.619,74.852,78.257,81.734,85.26,89,92.485,96.24,99.287,103.285,107.217,110.829,114.174,117.99,121.968,126.32,130.569,133.85,136.756,139.419,142.17,145.266,148.738,151.828,154.561,156.76,158.465,160.113,161.847,163.943,165.971,168.26,170.612,173.236,175.923,178.37,181.107,184.149,186.948,190.87,195.937,199.213,201.773,204.875,208.25,211.842,215.552,219.493,223.094
Denmark,DNK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.293,0.502,0.729,0.901,1.213,1.484,1.825,2.136,2.47,2.829,3.287,3.741,4.389,5.053,5.544,6.17,6.712,7.497,8.174,8.929,9.578,10.593,11.531,12.447,13.531,14.476,15.62,16.807,17.946,19.097,20.339,21.797,23.34,24.864,26.311,27.945,29.807,31.778,33.892,36.321,38.739,41.275,43.704,46.196,48.999,51.992,54.861,57.946,61.116,64.113,67.513,71.038,75.35,79.974,84.778,90.028,95.176,100.536,106.04,111.767,117.944,123.953,130.497,136.33,143.567,151.572,158.922,166.752,176.037,185.563,195.328,205.781,215.996,223.431,232.107,240.344,247.536,254.329,263.98,274.507,286.847,297.568,308.036,321.362,333.919,349.045,362.851,377.172,390.598,403.97,418.612,433.862,449.64,465.934,480.566,496.868,511.69,529.089,545.561,566.183,586.464,600.507,618.151,639.605,656.676,673.556,695.544,717.466,740.364,763.516,789.093,816.157,842.53,867.429,894.22,920.254,950.004,981.706,1018.595,1059.263,1102.41,1146.704,1196.782,1245.808,1299.081,1358.424,1420.463,1477.464,1537.039,1596.233,1651.242,1706.951,1767.008,1828.774,1889.802,1952.71,2012.996,2064.712,2118.327,2168.426,2219.206,2279.187,2337.989,2396.231,2451.245,2499.93,2553.407,2617.511,2675.838,2736.412,2801.085,2862.739,2937.638,3003.076,3064.314,3122.967,3177.274,3233.17,3288.725,3349.37,3404.47,3456.005,3515.505,3570.215,3621.471,3670.323,3719.512,3763.749,3803.61,3845.373,3882.945,3918.055,3954.972,3989.636,4024.245,4055.196,4083.495,4113.104,4142.163
Djibouti,DJI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.037,0.062,0.092,0.125,0.161,0.191,0.234,0.282,0.319,0.359,0.403,0.451,0.517,0.601,0.722,0.861,0.949,1.07,1.154,1.293,1.455,1.645,1.825,2.019,2.217,2.415,2.612,2.814,3.177,3.525,3.825,4.173,4.521,4.873,5.232,5.61,5.998,6.346,6.734,7.031,7.332,7.636,7.94,8.24,8.552,8.86,9.193,9.578,9.962,10.329,10.695,11.095,11.516,11.923,12.337,12.751,13.212,13.711,14.154,14.671,15.143,15.631,16.187,16.576,17.007,17.387,17.779,18.214,18.663,19.045,19.5,19.953
Dominica,DMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.011,0.015,0.018,0.022,0.026,0.029,0.037,0.048,0.059,0.07,0.081,0.095,0.11,0.125,0.139,0.161,0.183,0.202,0.227,0.253,0.278,0.304,0.333,0.363,0.392,0.418,0.443,0.476,0.513,0.55,0.59,0.63,0.674,0.722,0.769,0.817,0.872,0.931,0.989,1.048,1.107,1.169,1.238,1.319,1.392,1.473,1.55,1.63,1.733,1.843,1.946,2.063,2.206,2.356,2.499,2.671,2.84,3.026,3.199,3.353,3.517,3.675,3.84,4.016,4.188,4.342,4.503,4.675,4.833,4.985,5.138
Dominican Republic,DOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.029,0.055,0.402,0.761,1.354,1.973,2.599,3.514,4.498,5.53,6.595,7.709,8.748,9.777,11.018,12.267,14.013,15.559,17.228,18.795,21.142,23.794,26.899,30.417,35.086,41.045,47.455,53.787,60.11,65.709,71.139,77.925,84.352,90.487,96.79,104.656,112.046,119.288,127.409,137.096,146.836,157.094,166.03,175.568,185.986,197.195,208.992,224.099,240.583,257.849,275.637,293.458,312.45,331.594,352.543,373.888,391.222,409.162,428.274,448.267,468.599,488.38,508.933,530.251,551.506,572.773,594.573,618.068,642.712,666.729,692.486,720.86,744.362,768.147,791.785
East Timor,TLS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.214,0.433,0.552,0.814,1.063,1.56,1.881,2.197,2.486,2.771,3.092,3.406,3.839,4.431,5.05,5.674,6.263,6.906,7.596,8.213,8.888,9.535,10.199,10.868
Ecuador,ECU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0.051,0.077,0.103,0.128,0.154,0.191,0.234,0.304,0.396,0.63,1.103,1.704,2.382,3.147,3.858,4.584,5.316,6.101,6.976,7.951,8.98,10.05,11.138,11.867,12.919,13.974,15.3,16.528,17.63,18.788,20.074,21.374,22.114,22.817,23.711,24.531,25.495,26.692,27.989,29.12,30.442,31.735,33.497,35.141,36.705,38.499,40.641,42.915,45.332,47.921,51.033,54.622,58.901,63.12,67.709,72.965,79.048,86.403,94.504,101.976,112.383,124.523,137.93,154.583,173.818,193.321,214.51,233.863,249.057,264.079,281.248,301.402,317.859,334.017,355.976,380.065,394.372,417.87,443.17,462.599,485.689,507.665,528.593,552.001,576.828,603.899,633.157,663.747,693.437,727.716,758.03,791.629,827.905,866.169,903.578,943.233,986.964,1028.24,1067.597,1106.771,1145.201,1185.266,1218.175,1257.907,1299.52
Egypt,EGY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.095,0.136,0.443,0.535,0.714,1.136,2.001,2.689,3.144,3.704,4.236,4.705,5.203,5.756,6.287,6.855,7.723,8.646,9.667,10.674,11.625,12.496,13.319,14.065,14.793,15.481,16.358,18.585,21.613,25.565,29.4,33.502,37.86,42.215,46.437,50.85,56.999,64.459,74.692,85.25,96.143,106.922,118.586,129.228,139.171,151.088,164.77,177.477,193.51,210.576,229.147,250.674,276.165,303.774,330.306,349.956,372.829,392.494,414.148,437.16,462.635,486.396,512.485,543.545,577.996,615.811,655.072,697.961,743.137,794.04,850.471,907.452,971.156,1034.963,1109.356,1183.97,1258.279,1330.184,1405.401,1482.697,1562.637,1654.915,1743.288,1842.282,1940.233,2051.938,2176.964,2305.185,2449.021,2576.677,2705.832,2855.752,3008.327,3176.544,3355.738,3544.543,3742.271,3948.749,4152.356,4369.274,4583.007,4794.426,5021.326,5245.806,5485.191,5745.301,5989.209,6245.349,6472.988,6719.872,6978.824
El Salvador,SLV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0.59,0.978,1.396,1.865,2.326,2.853,3.45,4.047,4.651,5.27,5.853,6.501,7.625,8.856,9.896,11.2,12.357,13.617,14.807,16.236,17.745,19.422,21.388,23.358,25.464,27.671,29.952,32.334,34.71,36.83,38.649,40.401,42.286,43.874,45.84,47.807,50.222,52.655,55.202,57.677,60.832,64.148,68.124,72.637,77.635,82.05,87.465,93.197,98.784,104.455,110.313,116.383,122.817,129.071,135.369,142.087,148.932,155.337,161.65,167.968,174.468,180.939,187.034,193.185,199.853,206.449,212.418,218.681,226.231,232.825,240.313,248.027
Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0.022,0.033,0.044,0.073,0.11,0.147,0.18,0.227,0.275,0.297,0.319,0.341,0.366,0.392,0.421,0.447,0.473,0.502,0.546,0.583,0.649,0.736,0.766,0.817,0.879,0.942,1.004,1.074,1.136,1.194,1.264,1.337,1.4,1.48,1.546,1.627,1.726,1.832,1.949,2.012,2.077,2.143,2.213,3.366,4.593,5.949,7.923,10.226,12.737,15.436,18.531,21.292,24.426,30.563,36.771,42.953,48.677,54.619,59.52,65.922,72.017,78.917,87.114,94.786,101.819,109.378,117.24,123.248,127.886,133.411,139.04,144.116
Eritrea,ERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0.022,0.025,0.036,0.051,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0.069,0.813,1.636,2.534,3.343,3.929,4.544,5.149,5.775,6.376,7.086,7.855,8.624,9.173,9.736,10.146,10.643,11.14,11.718,12.326,12.896,13.465,14.019,14.577,15.134,15.757,16.405,17.046,17.746,18.443
