country,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Latvia,LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0.004,0,0,0.007,0.01,0.015,0.02,0.025,0.031,0.037,0.043,0.061,0.082,0.099,0.123,0.149,0.183,0.219,0.252,0.293,0.339,0.397,0.456,0.533,0.613,0.706,0.804,0.907,1.024,1.143,1.273,1.406,1.547,1.694,1.852,2.032,2.23,2.439,2.685,2.935,3.222,3.515,3.853,4.232,4.672,5.17,5.682,6.176,6.659,7.197,7.677,8.225,8.838,9.455,10.106,10.745,11.407,12.157,12.972,13.708,14.383,15.103,15.765,16.029,16.255,16.46,16.683,16.955,17.256,17.614,17.967,18.48,19.116,19.819,20.575,21.609,22.851,24.248,25.807,27.69,29.82,32.258,34.749,37.373,40.028,43.246,46.074,47.612,49.217,51.546,54.009,56.777,60.11,63.655,67.685,72.177,77.044,82.257,87.772,93.795,100.625,108.116,116.313,125.065,134.268,143.852,153.738,164.12,175.255,187.099,199.665,212.938,226.82,241.097,255.969,271.613,288.223,305.709,323.945,342.888,362.811,383.501,404.899,427.035,449.354,472.55,495.32,518.518,542.054,565.803,591.403,615.495,635.329,654.737,672.857,692.52,710.441,724.635,736.558,746.929,756.064,765.277,773.958,782.265,789.984,797.066,804.564,812.085,819.812,827.544,835.356,843.667,852.306,860.504,867.961,876.517,884.328,891.849,899.219,906.392,913.655,920.867,928.083,935.946,943.597,950.597,957.837,964.429
Lebanon,LBN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.015,0.029,0,0.08,0.138,0.2,0.262,0.32,0.342,0.363,0.712,0.749,0.814,0.887,0.959,1.043,1.145,1.261,2.773,4.23,5.405,6.654,7.96,9.582,11.467,13.531,15.511,17.959,20.535,23.214,26.064,29.087,32.348,35.66,39.283,42.848,46.541,50.885,54.826,60.127,65.78,72.847,79.935,86.2,92.124,97.509,103.005,108.79,114.68,120.524,126.244,133.186,139.899,147.664,155.143,162.813,170.159,177.879,185.748,193.863,203.59,213.944,225.055,237.31,250.063,265.162,281.448,297.878,313.344,329.751,345.994,364.523,381.732,398.382,413.174,426.92,444.338,465.296,485.292,505.556,527.888,550.052,574.044,599.778,626.22,654.044,680.204,705.866,728.145,751.617,775.522
Lesotho,LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473,3.001,4.587,6.221,7.896,9.603,11.34,13.11,14.912,16.737,18.587,20.463,22.369,24.3,26.282,28.293,30.331,32.404,34.53,36.746,39.022,42.085,45.177,47.511,49.984,52.227,54.44,56.953,59.324,61.713,63.886,66.366,69.501
Liberia,LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.092,0.147,0.205,0.308,0.366,0.414,0.498,0.66,0.802,0.967,1.129,1.381,1.737,2.22,2.777,3.389,4.001,4.884,6.155,7.606,9.129,10.635,12.115,13.837,15.32,16.796,18.267,19.77,21.712,23.75,25.685,26.282,26.989,27.684,28.4,29.123,29.882,30.691,31.35,31.806,32.181,32.573,32.99,33.405,33.821,34.249,34.695,35.168,35.544,35.943,36.36,36.792,37.257,37.803,38.454,39.126,39.752,40.282,40.753,41.51,42.358,43.321,44.195,45.016,45.484,45.981,46.872,47.293,48.313,49.082,49.948,50.825
Libya,LBY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.311,0.476,0.725,1.026,1.455,1.784,2.096,2.448,2.88,3.572,4.767,5.815,7.277,7.94,8.955,11.582,30.074,60.189,95.711,128.016,149.644,164.864,179.439,188.777,200.345,218.233,238.431,259.587,285.513,312.294,340.962,371.527,401.673,429.949,460.951,494.847,527.195,563.355,600.424,636.938,679.557,716.582,755.29,806.65,861.246,915.198,966.977,1018.629,1068.889,1122.128,1175.241,1227.766,1283.244,1340.094,1400.762,1456.507,1508.102,1561.604,1615.001,1676.087,1731.948,1787.227,1830.685,1891.287,1945.838,1997.487,2050.924,2104.944,2175.471,2222.54,2286.465,2349.427
Liechtenstein,LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.027,0.044,0.061,0.08,0.138,0.2,0.261,0.322,0.396,0.483,0.594,0.71,0.818,0.953,1.062,1.199,1.333,1.485,1.637,1.768,1.926,2.074,2.178,2.308,2.445,2.615,2.81,2.945,3.124,3.311,3.51,3.717,3.924,4.139,4.34,4.544,4.75,4.968,5.198,5.424,5.641,5.856,6.076,6.305,6.534,6.763,6.994,7.195,7.415,7.62,7.811,7.988,8.173,8.366,8.527,8.687,8.837,8.992,9.135,9.284,9.426,9.572,9.722
Lithuania,LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0.006,0,0,0.011,0.016,0.023,0.032,0.04,0.048,0.058,0.067,0.095,0.128,0.155,0.192,0.233,0.287,0.342,0.395,0.458,0.531,0.622,0.714,0.835,0.959,1.104,1.257,1.419,1.602,1.789,1.992,2.2,2.421,2.651,2.899,3.18,3.49,3.817,4.201,4.593,5.042,5.5,6.029,6.622,7.311,8.09,8.891,9.664,10.421,11.262,12.013,12.87,13.83,14.795,15.815,16.814,17.851,19.025,20.3,21.451,22.507,23.633,24.67,25.083,25.436,25.758,26.107,26.533,27.003,27.563,28.116,28.918,29.914,31.01,32.192,33.806,35.745,37.927,40.367,43.315,46.648,50.464,54.37,58.493,62.666,67.668,72.064,74.472,76.984,80.627,84.469,88.776,93.957,99.461,105.716,112.677,120.213,128.284,136.822,146.14,156.706,168.302,180.994,194.545,208.792,223.626,238.935,255.022,272.29,290.665,310.159,330.75,352.304,374.487,397.607,421.936,447.806,475.076,503.557,533.184,564.377,596.79,630.334,665.073,700.109,736.531,772.336,808.827,845.877,883.284,923.585,959.894,995.964,1032.754,1069.652,1105.389,1143.21,1164.378,1180.698,1196.465,1211.522,1227.262,1242.425,1258.422,1271.872,1283.715,1296.309,1308.975,1321.634,1334.888,1348.751,1362.947,1378.422,1393.34,1406.171,1419.974,1433.935,1447.991,1461.145,1474,1487.056,1500.177,1513.464,1526.898,1540.576,1554.115,1567.944,1580.612
Luxembourg,LUX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.062,0.105,0.156,0.214,7.633,16.643,26.044,34.698,43.48,53.365,63.733,74.571,84.657,95.076,106.584,118.165,129.706,141.144,153.439,165.632,177.243,188.593,200.852,214.034,227.77,240.964,254.457,268.632,283.056,294.92,306.782,317.736,329.617,341.779,352.853,362.339,371.263,379.627,388.631,397.868,406.979,415.791,424.891,434.737,446.553,458.988,471.19,483.542,495.085,504.241,513.448,522.012,529.675,537.793,546.497,555.702,565.683,576.135,587.957,600.036,611.947,623.254,634.427,645.057,656.255,667.357,678.229,688.568,698.391,707.742,716.837,726.105,735.678,745.448,753.516,761.946,769.47
Macao,MAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0.044,0.07,0.099,0.128,0.165,0.216,0.286,0.381,0.487,0.616,0.747,0.898,1.063,1.231,1.4,1.605,1.832,2.063,2.286,2.554,2.851,3.103,3.411,3.825,4.239,4.767,5.302,5.785,6.467,7.072,7.804,8.68,9.651,10.615,11.644,12.677,13.769,14.85,16.03,17.301,18.533,19.939,21.427,22.984,24.501,26.132,27.817,29.334,30.866,32.58,34.409,36.028,37.391,38.523,40.414,41.649,42.942,44.074,45.064,46.357,48.127,49.907,51.835,53.077,54.289,55.323,56.392,57.443
Madagascar,MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.011,0.015,0,0,0,0,0,0,0,0,0,0.022,0,0.025,0.029,0.033,0.337,0.582,0.89,1.143,1.432,1.736,2.055,2.37,2.744,3.118,3.517,3.873,4.268,4.73,5.213,5.77,6.349,7.191,8.103,8.953,9.924,10.949,12.235,13.308,14.495,16.188,17.18,18.026,19.043,20.173,21.787,22.812,23.825,24.475,25.342,26.395,27.532,28.814,30.1,31.026,31.97,32.995,33.998,35.03,36.182,37.374,38.62,40.155,41.774,43.537,45.485,47.228,48.464,50.156,51.96,53.701,55.376,57.111,58.891,60.597,62.469,64.843,67.587,70.795,73.953,77.18,80.448,84.567,88.358,92.614,96.578,100.845,105.249
Malawi,MWI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0.493,0.784,1.101,1.45,1.861,2.309,2.771,3.183,3.642,4.081,4.454,4.815,5.161,5.491,5.839,6.267,6.634,7.022,7.403,7.857,8.358,8.904,9.475,10.024,10.602,11.184,11.821,12.491,13.128,13.838,14.442,15.035,15.609,16.165,16.722,17.274,17.819,18.361,18.924,19.664,20.452,21.239,22.121,23.023,23.929,24.849,25.764,26.666,27.559,28.416,29.19,30.046,30.964,31.866,32.715,33.563,34.483,35.481,36.494,37.463,38.519,39.585,40.731,41.772,42.855,44.06,45.29,47.013,48.649,50.52,52.599,54.693
Malaysia,MYS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.026,0.073,0.084,0.132,0.242,0.366,0.458,0.586,0.707,0.766,0.813,0.865,0.916,0.949,0.989,1.026,1.114,1.205,1.374,1.608,0,1.627,1.689,1.836,2.041,2.59,3.243,3.913,4.683,5.793,7.207,9.211,11.794,14.301,17.265,20.665,24.043,27.85,31.965,35.636,38.344,40.139,41.729,43.462,45.269,47.317,49.662,51.574,53.278,55.847,58.03,58.69,60.009,61.112,61.724,62.328,63.013,64.204,65.424,69.079,74.3,80.67,87.169,94.174,101.603,109.166,112.679,116.511,119.694,123.896,128.581,133.357,139.185,146.585,154.965,164.799,174.927,185.457,194.595,209.181,225.843,243.744,261.249,280.294,299.739,323.637,346.258,369.518,396.824,424.856,455.734,486.376,524.424,559.219,595.549,635.65,676.528,719.397,769.481,823.751,889.536,962.497,1049.215,1137.251,1248.092,1358.725,1478.354,1588.136,1692.122,1815,1945.89,2077.926,2231.31,2400.988,2570.956,2741.122,2916.573,3109.42,3301.539,3500.885,3704.337,3917.327,4158.998,4404.048,4639.554,4876.371,5120.477,5382.684,5650.178,5919.427,6198.289,6489.359
Maldives,MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0.007,0.011,0.015,0.022,0.033,0.048,0.07,0.099,0.143,0.191,0.238,0.289,0.348,0.414,0.495,0.575,0.671,0.795,0.967,1.121,1.352,1.55,1.748,1.997,2.286,2.616,2.917,3.338,3.789,4.25,4.844,5.349,6.016,6.617,7.361,8.141,8.984,9.867,10.801,11.787,12.897,13.989,15.305,16.583,18.02,19.533,21.273,23.226,24.875,26.595,28.296
Mali,MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0.169,0.286,0.425,0.601,0.777,0.975,1.165,1.389,1.587,1.748,1.949,2.176,2.422,2.689,2.993,3.334,3.674,4.087,4.482,4.91,5.302,5.696,6.062,6.478,6.913,7.318,7.698,8.056,8.439,8.854,9.277,9.703,10.165,10.668,11.216,11.812,12.458,13.184,14.119,15.09,16.156,17.317,18.526,19.772,21.179,22.634,24.169,25.957,27.914,29.801,31.889,34.168,36.605,39.348,42.484,45.765,50,54.656,59.565,65.398,71.816,78.744,85.783
Malta,MLT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245,0.502,0.744,0.975,1.282,1.623,1.92,2.231,2.561,2.95,3.29,3.583,3.913,4.324,4.822,5.294,5.709,6.229,6.866,7.519,8.182,8.841,9.68,10.486,11.23,11.897,12.659,13.462,14.396,15.301,16.323,17.466,18.778,19.775,21.138,22.336,23.82,25.674,27.685,29.854,32.282,34.554,36.847,39.733,42.391,44.843,47.377,49.933,52.458,55.031,57.499,60.236,62.983,65.944,68.793,71.45,74.117,76.849,79.539,82.065,84.668,87.252,89.969,92.348,94.713,96.378,97.734,99.265,100.812,102.461,104.058,105.665,107.32
Marshall Islands,MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077,0.161,0.245,0.333,0.421,0.509,0.601,0.689,0.788,0.89,1,1.107,1.224,1.337,1.458,1.583,1.711,1.843,1.979,2.118,2.253,2.393,2.535,2.678,2.821,2.968,3.114,3.261,3.408,3.56,3.712
Mauritania,MRT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0.07,0.117,0.18,0.267,0.385,0.546,0.725,0.923,1.158,1.433,1.861,2.261,2.708,3.177,3.66,4.17,4.686,5.243,5.826,6.43,7.061,7.694,8.577,9.515,10.387,11.043,11.417,14.66,17.844,20.646,21.5,22.369,23.274,24.201,25.157,26.172,27.234,28.312,29.381,30.477,31.591,32.763,34.013,35.302,36.687,38.125,39.675,41.432,43.267,45.279,47.373,49.603,52.051,54.219,56.786,59.788,62.415,65.835,69.5,73.274,77.392,81.847,86.381
Mauritius,MUS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0.341,0.517,0.703,0.89,1.019,1.238,1.458,1.667,1.891,2.07,2.257,2.51,2.719,3.026,3.331,3.605,4.104,4.741,5.313,5.811,6.207,6.896,7.573,8.266,8.856,9.475,10.116,10.747,11.406,11.996,12.538,13.04,13.637,14.264,14.971,15.77,16.701,17.554,18.606,20.068,21.588,23.296,25.069,26.692,28.521,30.47,32.467,34.636,37.061,39.751,42.612,45.496,48.555,51.644,54.938,58.565,62.251,66.018,69.726,73.639,77.556,81.52,85.587,89.794,94.004,98.349,102.885,107.344,111.866,115.672,119.763,124.012
