,iso_code,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
10,ATG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022,0.051000000000000004,0.08,0.11699999999999999,0.165,0.268,0.352,0.444,0.594,0.942,1.5059999999999998,2.495,3.752,4.2139999999999995,4.638999999999999,5.013,5.343,5.772,6.479,6.882,7.3469999999999995,7.838,8.245,8.388,8.494,8.786999999999999,8.871,9.017999999999999,9.267,9.516,9.791,10.077,10.363,10.605,10.854,11.103,11.359,11.626,11.897,12.186,12.497,12.818999999999999,13.163,13.517999999999999,13.888,14.295,14.724,15.174999999999999,15.655,16.172,16.707,17.246,17.803,18.353,18.899,19.456,20.013,20.581,21.164,21.761,22.366,22.982,23.623,24.242,24.839,25.441
11,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.003,0.004,0.005,0.007,0.009000000000000001,0.012,0.015,0.018000000000000002,0.02,0.022,0.024,0.028,0.034,0.037,0.041,0.046,0.051000000000000004,0.054,0.06,0.066,0.07,0.076,0.082,0.083,0.094,0.105,0.118,0.137,0.157,0.182,0.209,0.242,0.29,0.345,0.40800000000000003,0.449,0.485,0.52,0.581,0.645,0.717,0.793,0.905,1.011,1.117,1.269,1.453,1.669,1.968,2.299,2.6390000000000002,3.124,3.724,4.285,5.073,5.793,6.696,7.67,8.95,10.19,11.722,13.187000000000001,14.589,16.03,17.667,19.598,21.724,23.867,26.025,28.397,30.959,33.537,35.954,38.859,42.309,46.456,50.988,55.859,60.688,65.711,71.32,77.57,83.021,89.906,96.366,102.139,108.661,115.412,122.579,130.486,139.0,147.697,157.865,169.304,180.69899999999998,191.923,203.46699999999998,215.519,229.877,245.364,262.156,276.736,294.443,313.97,335.181,357.98199999999997,382.904,405.173,425.027,446.361,469.726,491.911,518.217,542.002,566.924,592.608,620.799,650.431,680.018,711.287,740.306,767.212,793.111,815.662,838.713,863.495,889.704,918.662,950.1759999999999,983.932,1017.629,1055.613,1090.959,1130.294,1172.321,1213.515,1254.542,1293.702,1336.442,1381.219,1428.232,1476.296,1532.034,1593.156,1655.603,1718.639,1786.5819999999999,1858.55,1934.032,2009.511,2087.447,2170.5190000000002,2257.963,2344.973,2435.882,2531.878,2635.4230000000002,2749.0280000000002,2864.764,2987.045,3115.813,3252.227,3400.088,3551.204,3704.802,3874.946,4041.129,4214.231,4384.034,4565.949,4757.001,4949.323,5153.693,5367.503,5585.504,5793.149,6010.665,6235.2210000000005,6459.261,6693.861,6934.598,7191.435,7469.595,7749.129,8033.658,8322.532,8616.233,8921.289,9233.229,9553.562,9887.698,10231.657,10581.665,10939.448,11301.985,11671.427,12054.3,12440.505000000001,12832.941,13232.617,13636.873,14044.35,14449.862,14854.119,15260.699,15659.987,16053.036,16454.414,16864.668,17278.323,17693.674,18109.485,18506.17,18892.777,19285.056
12,AUT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.169,,,,,,,,,,,,0.42200000000000004,0.7550000000000001,1.114,1.48,1.828,2.227,2.63,3.088,3.564,4.022,4.498,4.993,5.473,5.986,6.415,7.0009999999999994,7.635,8.309,9.016,9.866,10.925,12.094,13.413,14.871,16.139,17.733,19.532,21.646,23.727,26.061,28.322,30.649,32.983,35.793,39.017,42.194,45.895,50.127,55.0,62.244,68.11,74.258,80.637,86.99,92.867,97.942,103.295,106.889,111.80199999999999,117.873,124.358,131.723,141.865,151.871,162.599,171.752,179.611,187.701,194.98499999999999,202.225,211.088,234.73499999999999,245.049,255.649,267.40999999999997,278.871,290.918,302.287,314.543,326.495,339.37,352.407,367.352,381.817,399.518,417.647,438.019,459.318,482.339,506.793,531.609,559.305,587.657,613.353,639.052,666.261,694.87,729.048,771.745,831.776,875.418,934.203,983.345,1035.033,1096.017,1145.672,1181.015,1190.102,1193.553,1196.891,1199.906,1214.434,1233.773,1252.3600000000001,1270.138,1290.231,1309.222,1327.842,1347.965,1369.155,1393.328,1412.191,1430.294,1445.465,1459.695,1473.448,1487.3700000000001,1500.962,1516.221,1522.008,1528.344,1535.6870000000001,1543.66,1552.205,1561.816,1571.207,1575.769,1588.529,1606.159,1630.646,1657.22,1678.114,1701.378,1723.448,1745.163,1769.669,1798.739,1826.944,1856.123,1884.21,1912.1200000000001,1942.904,1974.728,2008.593,2045.542,2084.438,2122.579,2161.788,2201.704,2244.001,2288.639,2339.271,2391.34,2447.411,2507.427,2564.721,2618.935,2677.139,2733.133,2790.359,2851.68,2903.705,2959.538,3013.103,3064.771,3118.985,3173.351,3227.08,3284.454,3337.391,3391.087,3453.254,3519.02,3579.286,3639.978,3701.045,3765.089,3832.478,3899.763,3966.683,4032.354,4098.526,4168.697,4240.672,4318.074,4395.773,4474.87,4551.687,4625.805,4699.3,4766.615,4838.632,4908.541,4975.824,5043.6,5107.776,5174.142,5241.369,5310.978,5377.55,5445.506,5507.627,5573.646,5635.134
13,AZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.019999999999999997,0.03,0.040999999999999995,0.053,0.065,0.10099999999999999,0.143,0.178,0.225,0.276,0.345,0.416,0.483,0.5640000000000001,0.657,0.773,0.891,1.045,1.203,1.389,1.585,1.791,2.025,2.263,2.5220000000000002,2.7880000000000003,3.069,3.362,3.6790000000000003,4.038,4.433,4.851,5.341,5.84,6.414,6.998,7.673,8.43,9.309,10.304,11.326,12.313,13.278,14.352,15.311,16.405,17.63,18.862000000000002,20.163,21.439,22.762,24.26,25.888,27.357,28.705000000000002,30.142,31.465,31.992,32.443,32.854,33.3,33.843,34.443,35.158,35.864,36.887,38.159,39.559,41.067,43.125,45.599000000000004,48.383,51.497,55.261,59.516,64.388,69.374,74.637,79.965,86.351,91.962,95.035,98.242,102.892,107.797,113.29599999999999,119.911,126.939,134.926,143.817,153.443,163.751,174.656,186.557,200.053,214.868,231.091,248.422,266.648,285.632,305.231,325.825,347.933,371.464,396.435,422.812,450.411,478.804,508.387,539.492,572.522,607.29,643.545,681.201,720.799,761.925,804.455,848.457,892.827,938.937,984.199,1030.318,1077.102,1124.311,1175.209,1228.327,1277.932,1328.944,1379.587,1430.738,1480.49,1536.664,1585.07,1627.015,1660.324,1691.566,1721.409,1753.194,1782.016,1811.781,1840.196,1868.766,1899.254,1931.507,1965.701,2000.223,2030.26,2063.297,2092.4,2119.949,2150.159,2182.932,2216.487,2250.835,2285.518,2320.245,2354.852,2389.428,2427.166,2463.315,2501.649,2539.712
14,BDI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,0.018,0.034,0.049,0.055,0.063,0.072,0.082,0.092,0.131,0.16699999999999998,0.215,0.259,0.307,0.355,0.392,0.44,0.488,0.543,0.616,0.6779999999999999,0.751,0.824,0.897,0.989,1.066,1.154,1.253,1.3559999999999999,1.466,1.613,1.771,1.929,2.134,2.354,2.585,2.819,3.068,3.295,3.562,3.771,4.009,4.225,4.452,4.686,4.924,5.166,5.415,5.664,5.917,6.188,6.393,6.606,6.767,6.965,7.119,7.302,7.504,7.713,7.882,8.179,8.52,8.872,9.231,9.579,9.934,10.363,10.876,11.521,12.209999999999999,12.946,13.746,14.544
15,BEL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.593,17.056,21.772,26.337,30.745,35.505,41.104,47.102000000000004,53.225,59.934,67.661,75.051,82.731,89.843,97.644,105.862,114.828,124.146,132.43,141.165,150.497,160.665,172.075,183.862,196.92000000000002,210.297,223.50900000000001,237.264,251.715,266.613,281.826,298.285,314.63,331.858,349.94,369.0,389.529,411.762,431.863,453.514,478.261,501.978,527.567,555.674,581.5889999999999,608.519,634.838,659.889,687.127,714.86,745.286,775.917,808.354,842.737,876.607,909.689,941.793,975.762,1011.816,1048.65,1088.474,1126.254,1163.982,1200.058,1239.889,1280.021,1322.3,1366.044,1411.13,1458.256,1507.922,1554.631,1603.487,1656.117,1706.468,1756.734,1814.229,1872.5529999999999,1930.4,1988.163,2049.451,2111.138,2175.9139999999998,2243.929,2284.504,2318.924,2364.717,2400.965,2434.688,2479.557,2534.711,2585.245,2641.154,2713.038,2789.293,2867.333,2945.017,3035.492,3123.738,3220.6929999999998,3314.365,3398.488,3466.201,3538.858,3613.816,3685.457,3760.461,3850.759,3929.878,4003.587,4065.691,4130.875,4191.952,4249.805,4282.943,4321.698,4378.109,4460.139,4545.196,4625.968,4702.168,4791.618,4875.082,4957.456,5043.191,5135.208,5231.988,5328.475,5416.16,5504.47,5595.378,5688.076,5786.094,5891.77,5995.324,6100.655,6205.752,6313.113,6431.551,6555.043,6680.533,6801.9039999999995,6932.542,7071.181,7206.131,7327.954,7457.632,7583.831,7719.281,7859.068,7993.9039999999995,8117.478,8234.58,8335.782,8440.749,8544.753,8647.12,8749.709,8849.452,8956.244,9076.537,9199.9,9322.388,9443.812,9568.609,9694.545,9824.024,9948.015,10078.238,10202.919,10329.641,10455.707,10582.57,10710.818,10839.589,10965.217,11089.09,11209.553,11329.723,11437.488,11552.092,11657.161,11759.566,11862.281,11959.31,12060.456,12160.079,12259.134,12359.101,12458.571,12549.672,12645.34,12734.945
16,BEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138,0.253,0.382,0.489,0.615,0.741,0.887,1.036,1.161,1.264,1.425,1.553,1.689,1.81,1.953,2.1029999999999998,2.217,2.36,2.514,2.716,2.998,3.291,3.679,4.06,4.467,4.91,5.17,5.467,5.83,6.196,6.676,7.063,7.506,7.91,8.358,9.044,9.668,10.142,10.65,11.22,11.799,12.419,13.09,13.897,14.809,15.765,16.948999999999998,18.173,19.287,20.749,22.222,23.911,26.021,28.415,31.009,33.499,36.85,40.781,44.7,48.925,53.604,58.084,62.487,67.053,71.849,77.178,83.672,90.476,97.91,105.026,112.771,121.083,129.515
17,BES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007,0.014,0.031,0.052000000000000005,0.079,0.10200000000000001,0.124,0.148,0.174,0.203,0.235,0.272,0.312,0.35,0.38,0.417,0.439,0.474,0.518,0.569,0.626,0.69,0.756,0.756,0.839,0.9690000000000001,1.044,1.131,1.307,1.453,1.641,1.77,1.883,2.028,2.153,2.283,2.426,2.563,2.696,2.815,2.927,3.065,3.193,3.361,3.548,3.711,3.869,4.044,4.203,4.318,4.564,4.692,4.801,4.916,5.034,5.146,5.272,5.337,5.498,5.687,5.723,5.755,5.787,5.847,5.912,5.964,6.007,6.073,6.136,6.198,6.256,6.317,6.32,6.345,6.412,6.48,6.546,6.612,6.681,6.749,6.82,6.9,6.977,7.056,7.11,7.179,7.263,7.347,7.431,7.526,7.6290000000000004,7.732,7.831,7.941,8.055,8.164,8.274000000000001
18,BFA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.007,0.011,0.014,0.018000000000000002,0.022,0.026000000000000002,0.03,0.034,0.041,0.08499999999999999,0.177,0.261,0.349,0.45899999999999996,0.5619999999999999,0.665,0.768,0.871,0.992,1.135,1.285,1.446,1.615,1.8199999999999998,2.04,2.249,2.4979999999999998,2.846,3.253,3.685,4.242,4.817,5.411,5.876,6.352,6.832,7.349,7.902,8.723,9.306,9.933,10.563,11.19,11.835,12.459,13.164,13.968,14.827,15.743,16.773,17.764,18.765,19.84,20.94,22.062,23.422,25.013,26.747,28.576,30.612000000000002,32.743,35.362,38.226,41.137,44.852,48.756,53.275,58.285,63.793,68.987,74.866,80.828
19,BGD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.117,0.238,0.372,0.562,1.555,2.7809999999999997,4.076,5.394,6.733,8.112,9.746,11.435,13.331,15.171,17.383,19.673000000000002,22.19,25.083,28.058,31.179,34.355,37.726,41.592,45.341,49.144,52.75,56.256,60.806,65.459,70.316,75.872,81.657,87.641,94.254,101.851,109.737,118.289,126.477,135.554,145.743,157.149,168.949,182.427,195.809,209.891,224.633,240.013,256.076,273.614,294.656,316.149,339.275,362.473,387.548,414.073,445.108,477.089,510.548,546.493,584.17,625.859,668.501,713.802,762.95,816.942,873.498,934.206,996.005,1062.0140000000001,1135.172,1211.375,1292.117,1374.673,1475.465,1569.08,1667.84,1769.943
20,BGR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.008,0.015,0.026,0.033,0.04,0.051,0.069,0.095,0.128,0.168,0.216,0.278,0.359,0.443,0.549,0.659,0.806,0.953,1.169,1.44,1.678,1.912,2.2119999999999997,2.5709999999999997,2.886,3.34,3.937,4.542,5.176,6.074,6.9719999999999995,7.76,8.943,9.705,10.628,11.768,13.19,14.025,15.124,16.491,18.001,19.606,21.448999999999998,23.259,25.04,26.857,28.996,31.48,33.883,36.158,38.796,41.144,43.583999999999996,46.057,48.57,51.358,54.53,58.013999999999996,62.114,66.536,71.885,77.696,82.085,87.294,92.27,98.17999999999999,104.4,111.853,119.351,127.51599999999999,136.944,147.53,158.922,171.014,183.981,198.37,213.997,233.619,255.89,281.835,312.539,346.913,389.731,436.0,484.716,539.824,599.288,665.596,726.77,790.992,857.071,925.788,996.925,1069.847,1142.812,1218.608,1299.815,1378.743,1455.994,1536.081,1625.925,1715.9859999999999,1803.031,1892.252,1983.424,2074.697,2161.61,2248.092,2324.73,2386.186,2443.492,2501.8559999999998,2558.223,2616.132,2674.592,2730.401,2783.516,2829.834,2875.247,2924.169,2970.268,3020.742,3070.268,3120.866,3172.703,3228.387,3282.409,3328.169,3375.977,3429.102,3477.392,3519.979,3565.141,3613.262,3658.599,3706.0299999999997,3749.5099999999998,3791.743,3828.277,3870.5589999999997,3916.706
21,BHR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011,0.132,0.663,2.612,5.866,9.343,12.527000000000001,15.495000000000001,18.346,20.962,23.721,26.539,29.602,32.962,36.912,41.488,46.097,47.478,48.653999999999996,49.94,50.937,51.981,53.384,54.439,55.194,56.484,57.796,58.371,60.141,61.731,62.925,64.523,65.75,66.399,67.403,68.506,69.777,72.367,75.404,79.083,84.601,90.002,95.751,102.321,109.785,117.545,125.672,133.553,142.072,151.903,160.125,169.325,179.511,190.514,201.935,214.078,225.795,237.351,248.742,259.235,276.075,290.518,305.341,321.36,338.649,357.015,375.33,394.564,409.939,425.807,442.576,460.46,480.264,499.685,526.456,556.137,584.235,613.31,641.778,668.897,700.055,730.955,763.415,794.975,827.81,860.447,898.03,935.426,973.548,1011.344
22,BHS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,0.121,0.198,0.279,0.363,0.491,0.63,0.806,0.986,1.246,1.656,2.202,2.927,3.634,4.718999999999999,6.034,7.1259999999999994,8.827,10.455,12.196,14.765,21.489,27.97,35.833,43.213,51.459,57.916,67.625,74.222,81.138,89.11,91.908,94.166,96.18,98.034,99.544,100.955,102.377,103.916,105.862,107.885,109.882,111.751,113.495,115.265,117.104,118.918,120.526,122.516,124.55,126.57600000000001,128.522,130.559,132.629,134.677,136.582,138.436,140.308,142.224,144.37800000000001,146.606,148.72,150.772,152.802,154.938,157.184,159.393,161.903,164.325,166.78,168.964,171.065,173.185
23,BIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005,,,,,0.019,0.035,0.052000000000000005,0.083,0.14200000000000002,0.201,0.267,0.318,0.396,0.487,0.61,0.744,0.87,1.0070000000000001,1.153,1.311,1.5,1.692,1.899,2.112,2.323,2.551,2.785,3.427,,,,,,3.887,4.498,5.148,6.093,7.124,8.181,9.341,10.471,11.747,13.197,14.777999999999999,16.266,17.641,18.895,20.055,21.262999999999998,22.527,23.774,25.163,26.479,27.858999999999998,29.445999999999998,,,29.502,29.516,30.317999999999998,31.903,34.109,36.595,39.435,42.164,44.747,47.341,49.917,52.989,56.507,60.528999999999996,64.897,69.202,74.137,79.528,85.178,90.976,97.426,104.734,112.253,119.704,127.23,135.279,143.625,154.531,166.284,177.3,190.458,203.673,217.461,231.692,245.53,260.992,277.80899999999997,294.344,312.34,328.87,346.671,365.443,384.592,404.589,424.111,444.255,464.337,484.223,498.292,513.321,525.902,529.107,532.509,536.749,545.115,555.6659999999999,565.999,579.701,592.9639999999999,607.137,621.495,636.957,653.003,670.39,687.864,707.823,728.36,749.506,773.2669999999999,795.401,817.202,836.514,854.974,876.704,898.86,920.935,941.745,962.577,982.515,1002.251
24,BLR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,0.002,0.002,0.003,,,,,,,,,,,,,,,,,0.006,,,,,0.016,,,0.028999999999999998,0.043,0.062,0.086,0.108,0.131,0.156,0.18,0.257,0.345,0.418,0.518,0.626,0.772,0.9219999999999999,1.062,1.233,1.429,1.673,1.922,2.247,2.58,2.971,3.383,3.817,4.311,4.813,5.359,5.9190000000000005,6.5120000000000005,7.13,7.798,8.554,9.387,10.269,11.302,12.354,13.563,14.794,16.217,17.813,19.665,21.763,23.917,25.997,28.032,30.296,32.317,34.622,37.203,39.8,42.542,45.231,48.019,51.177,54.608,57.704,60.546,63.575,66.363,67.475,68.425,69.291,70.23,71.375,72.64,74.147,75.635,77.79,80.47,83.439,86.638,90.996,96.232,102.126,108.712,116.676,125.687,136.014,146.577,157.726,169.012,182.538,194.426,200.901,207.659,217.459,227.821,239.457,253.464,268.361,285.294,304.159,324.598,346.488,369.648,394.938,423.617,455.075,489.505,526.264,564.917,605.17,646.702,690.322,737.1179999999999,786.896,839.708,895.49,953.85,1013.879,1076.417,1142.215,1212.047,1285.54,1362.1599999999999,1441.724,1525.3609999999999,1612.1789999999999,1701.924,1794.752,1888.3139999999999,1985.517,2080.889,2178.033,2276.534,2375.874,2482.937,2604.489,2716.98,2831.287,2940.429,3048.774,3152.846,3246.329,3326.891,3394.77,3455.676,3517.411,3578.999,3639.072,3697.038,3751.944,3805.947,3859.791,3914.879,3973.133,4032.443,4094.187,4154.405,4217.241,4277.819,4340.264,4401.572,4464.117,4528.243,4591.892,4650.691,4708.825,4768.207,4830.364,4892.46,4951.516,5012.454,5071.255
25,BLZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018,0.044,0.06999999999999999,0.099,0.128,0.157,0.186,0.215,0.255,0.295,0.339,0.376,0.446,0.508,0.592,0.676,0.757,0.878,0.981,1.117,1.238,1.381,1.539,1.686,1.84,2.016,2.192,2.39,2.606,2.815,3.006,3.189,3.3609999999999998,3.533,3.705,3.896,4.101,4.328,4.577,4.877,5.188,5.595,5.95,6.327,6.701,7.077999999999999,7.386,7.774,8.144,8.491999999999999,8.888,9.334999999999999,9.767,10.199,10.591,11.012,11.455,11.931,12.366999999999999,12.884,13.423,13.975999999999999,14.427,14.867,15.336,15.977,16.604,17.22,17.825,18.532,19.145,19.847,20.572
26,BMU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044,0.103,0.209,0.301,0.385,0.495,0.631,0.77,0.917,1.053,1.211,1.387,1.545,1.695,1.897,2.077,2.279,2.492,2.716,2.914,3.141,3.372,3.625,4.05,4.493,4.9510000000000005,5.42,5.874,6.299,6.761,7.197,7.585,7.981,8.432,8.875,9.326,9.747,10.319,10.964,11.744,12.246,12.785,13.247,13.786,14.317,14.848,15.376000000000001,15.9,16.42,16.933,17.45,17.978,18.535,19.096,19.679000000000002,20.262,20.914,21.643,22.292,22.768,23.376,23.819,24.185,24.72,25.391000000000002,25.93,26.549,27.183,27.879,28.473,28.931,29.372,29.817
27,BOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004,0.015,0.026,0.033,0.048,0.092,0.16499999999999998,0.235,0.279,0.334,0.4,0.484,0.612,0.718,0.853,0.999,1.138,1.306,1.467,1.635,1.84,2.129,2.623,3.085,3.598,4.136,4.924,5.855,6.961,7.965,8.881,9.83,10.834,11.874,12.973,14.186,15.666,17.175,18.864,20.754,22.93,25.476,27.96,31.019000000000002,34.587,38.041000000000004,41.554,45.609,50.184,54.659,59.679,64.409,69.068,73.849,78.187,82.465,86.494,90.604,94.368,98.38,102.667,107.635,117.642,128.137,139.151,150.701,160.339,169.356,179.37199999999999,191.093,202.345,213.285,221.719,230.462,240.865,251.833,262.865,275.178,287.51,300.205,313.17,326.708,341.427,357.376,374.911,392.68,412.568,432.455,453.694,475.865,498.367,520.972,539.298,561.024,582.518
